customer_id,frequency,recency,T,monetary_value,expected_purchases_60d,probability_alive,probability_alive_60d,is_churn_60d
C00024,4.0,49.0,199.0,76.7975,0.030679899288778265,0.019877495700041395,0.004890645684522511,True
C00026,1.0,5.0,15.0,129.51,4.087291105539479,0.8650682486663183,0.2373209716021843,False
C00027,5.0,112.0,115.0,60.666,2.7394676548307753,0.9481075321799632,0.5854204706454288,True
C00028,4.0,18.0,153.0,141.6775,0.0033975041036233317,0.0017459201096890569,0.0003031022442668455,True
C00029,0.0,0.0,227.0,0.0,0.4209691847539303,1.0,1.0,True
C00030,0.0,0.0,61.0,0.0,1.3025578021835063,1.0,1.0,True
C00031,18.0,120.0,127.0,81.30611111111111,6.540939919036857,0.9064366099834996,0.008977983371155865,False
C00032,2.0,8.0,9.0,6.705,7.072760728960248,0.9450767256415956,0.13210651439549187,False
C00035,26.0,163.0,287.0,45.698076923076925,6.181132581559887e-05,1.2245959319227687e-05,7.987517426337109e-08,True
C00036,2.0,19.0,95.0,9.83,0.37908366928364684,0.1968303991868775,0.04595066750912794,True
C00037,2.0,58.0,201.0,26.205,0.2609787319403905,0.2594300691979232,0.12311322375691257,True
C00038,18.0,99.0,100.0,19.74722222222222,8.263542259684925,0.9568494770132399,0.00540118393032031,False
C00040,14.0,263.0,281.0,58.98285714285714,2.705674829764936,0.9023765101762973,0.33558667196403325,True
C00041,20.0,121.0,133.0,39.359500000000004,6.162601704168724,0.8109781306662888,0.0025711335611179735,False
C00042,1.0,15.0,229.0,28.4,0.039010966985796106,0.059412173246838826,0.03351830952694511,True
C00043,8.0,54.0,55.0,56.887499999999996,6.6947834581004235,0.9513929688396653,0.043877060561156006,False
C00044,2.0,15.0,282.0,58.84,0.00274435528050517,0.0037237602013275905,0.0018788150135487115,True
C00046,6.0,44.0,209.0,101.10666666666667,0.0013632813314822915,0.0006906814170635252,0.00011011528570961017,True
C00047,0.0,0.0,229.0,0.0,0.4175646221502995,1.0,1.0,True
C00049,0.0,0.0,31.0,0.0,2.096613274388741,1.0,1.0,False
C00050,5.0,59.0,171.0,80.992,0.08359047069139294,0.04053868682531453,0.00637842397313141,True
C00051,1.0,2.0,2.0,94.7,7.232349030642524,0.9520596291044069,0.23206323029196063,False
C00052,2.0,6.0,173.0,30.83,0.006053978447854616,0.005258755483414988,0.0018771610807412147,True
C00053,7.0,34.0,40.0,86.34,6.961112347739994,0.8888611289920116,0.012098326755989985,True
C00056,3.0,9.0,21.0,80.73333333333333,4.894117161350051,0.7451526178347385,0.026432013006233154,False
C00057,1.0,60.0,66.0,72.39,1.795236591936391,0.9414564623055596,0.7791732561742526,False
C00058,0.0,0.0,64.0,0.0,1.255041768869559,1.0,1.0,False
C00059,14.0,186.0,265.0,29.518571428571427,0.3725854887651087,0.11794306358772641,0.006241714972955904,True
C00060,11.0,117.0,158.0,119.2,1.7301390828823848,0.4281296697740885,0.01649087693305799,True
C00061,6.0,162.0,182.0,29.01833333333333,2.018022933470321,0.9047783914638577,0.5481643857146118,True
C00063,8.0,86.0,129.0,30.7125,1.5372368321376464,0.4134416778382683,0.023035904727523992,True
C00064,5.0,143.0,146.0,41.30800000000001,2.2450741508301215,0.9495999360160972,0.6900585803096386,False
C00065,10.0,96.0,213.0,46.702999999999996,0.014091996962296814,0.004867085357681397,0.00031427797634757924,True
C00066,32.0,236.0,265.0,69.85875,2.866667466192956,0.44076598063022454,0.001115071007743864,True
C00067,30.0,218.0,231.0,34.666666666666664,5.836595220705668,0.8463418735688508,0.005314754212830861,True
C00068,3.0,103.0,110.0,82.36666666666667,2.0146136647522104,0.9400878791092991,0.7099179434343242,True
C00069,30.0,203.0,215.0,105.404,6.21645651131389,0.8492132375209624,0.0035354808196139923,False
C00070,5.0,108.0,155.0,22.684,1.586852399350878,0.7066088514360345,0.2388894650843494,True
C00071,21.0,88.0,258.0,126.56761904761905,2.802537443597287e-08,6.108703450361814e-09,6.632857092197046e-11,True
C00072,33.0,154.0,179.0,89.47363636363636,1.9202605021879517,0.2080660114696622,2.2141485698394498e-05,True
C00073,2.0,95.0,174.0,25.869999999999997,0.8339669830049001,0.7281565541280586,0.48914041982476325,True
C00074,25.0,156.0,193.0,21.13,0.9022572806519729,0.13221572047948868,0.00017147777216888988,True
C00075,4.0,19.0,20.0,78.685,7.495545203092939,0.9466555723645522,0.05225781814801493,False
C00076,2.0,48.0,216.0,162.8,0.12776113031129616,0.13558711550886104,0.06217421204704319,True
C00077,10.0,95.0,180.0,95.66,0.09004271666281477,0.02687426634504459,0.0011788544410397347,True
C00079,14.0,107.0,147.0,82.55642857142857,1.1497884562247909,0.22017681347313947,0.0019586843414246963,True
C00080,0.0,0.0,4.0,0.0,4.657236929818171,1.0,1.0,False
C00081,23.0,115.0,119.0,49.90913043478261,8.640033054139614,0.9301903862334201,0.0013703862691707535,False
C00084,0.0,0.0,30.0,0.0,2.140125347895101,1.0,1.0,True
C00085,1.0,162.0,292.0,58.76,0.4272333118575134,0.8155235128302006,0.7309982626261636,True
C00087,5.0,67.0,78.0,144.216,3.5436192276254457,0.9012458466297655,0.24019195234638765,False
C00089,9.0,25.0,25.0,62.78111111111112,11.418659989817865,0.9581962121648306,0.0011270313094936396,False
C00090,3.0,41.0,106.0,64.05666666666667,0.7641267000510674,0.3457752600666734,0.07266038645115397,True
C00091,2.0,42.0,48.0,21.0,3.0227749007297096,0.9328707838375377,0.5312036851327284,False
C00092,8.0,123.0,128.0,135.13,3.5208842742206596,0.9409101676747241,0.3429974039004914,False
C00093,1.0,61.0,213.0,16.05,0.34827357293258454,0.4962744940765583,0.34252425438122097,True
C00094,6.0,65.0,225.0,123.15500000000002,0.007985313694556509,0.004321407483565265,0.0007713831627936542,True
C00095,12.0,164.0,192.0,33.108333333333334,2.8142884875133336,0.7650744610458432,0.08943885073249369,False
C00096,1.0,1.0,8.0,43.32,5.204855323982589,0.8775873054230281,0.1717250215799296,False
C00099,27.0,134.0,168.0,40.83444444444444,0.6021157976324301,0.07381076196534578,2.261211345173322e-05,True
C00100,3.0,18.0,294.0,138.54,0.00044377849719913135,0.0004953690077420876,0.00021407588889797667,True
C00101,20.0,126.0,232.0,38.0125,0.0006469326821538789,0.00013424038034441464,1.1807894705548753e-06,True
C00102,0.0,0.0,0.0,0.0,5.692075193053937,1.0,1.0,False
C00103,3.0,5.0,14.0,124.19000000000001,6.066961203493796,0.7734982511599928,0.015810114308869815,False
C00104,1.0,2.0,10.0,110.41,4.8134650281655365,0.8708221277806197,0.18730177296336004,True
C00105,4.0,21.0,183.0,43.59,0.0018775718156566286,0.0011289571365011735,0.0002475545482411767,True
C00106,27.0,86.0,248.0,76.77185185185186,1.8374964990565103e-10,3.104743878795587e-11,8.386333513377746e-14,True
C00107,0.0,0.0,66.0,0.0,1.2252455238597109,1.0,1.0,True
C00108,1.0,5.0,135.0,46.54,0.07543819060452171,0.07145220238649294,0.029792985812361995,True
C00109,16.0,135.0,169.0,46.417500000000004,2.0999973192814863,0.40355131998171034,0.004468969045115081,False
C00110,1.0,1.0,2.0,3.34,7.168237267303347,0.9436200168335782,0.2029823411894769,False
C00111,10.0,84.0,193.0,59.802,0.011741121962762934,0.003721277751710478,0.00019003763423619085,True
C00112,9.0,64.0,65.0,60.47222222222222,6.5226522698496225,0.9524022989856447,0.0457627196246216,False
C00114,41.0,216.0,216.0,36.356829268292685,9.347028126227043,0.9723523210889724,0.001784524231202887,False
C00116,12.0,161.0,164.0,84.52,3.994854249267303,0.9501814264515654,0.2631721878229117,False
C00117,7.0,145.0,206.0,76.53857142857143,1.2759722434402176,0.5676825518275461,0.13855946426475746,True
C00118,10.0,231.0,246.0,64.635,2.347187094824646,0.9207990304221333,0.5057413166981597,False
C00119,42.0,167.0,171.0,49.6897619047619,11.003528247032582,0.9319768668102725,6.506416304033599e-05,False
C00121,3.0,7.0,9.0,37.31666666666667,8.481013901014549,0.9311776267810825,0.032502722701274966,False
C00122,0.0,0.0,64.0,0.0,1.255041768869559,1.0,1.0,True
C00123,2.0,29.0,30.0,28.72,4.163887083966461,0.9489725673938083,0.4358772955439078,False
C00124,23.0,92.0,192.0,63.73695652173913,1.3891666347231385e-05,2.178428496240245e-06,3.968117429252979e-09,True
C00125,2.0,110.0,187.0,37.98,0.828038992838152,0.7711987946013513,0.5609025174092727,True
C00126,1.0,18.0,19.0,55.16,4.013872227288828,0.9481415464149378,0.5270745765078241,False
C00127,9.0,57.0,59.0,82.13777777777779,6.91024991507813,0.9445870609763372,0.027429019924769635,False
C00128,19.0,138.0,180.0,45.126315789473686,0.8405326626767413,0.14718486976335296,0.0006549397684243397,True
C00129,24.0,190.0,193.0,142.18458333333334,6.269172193941972,0.9517013430913166,0.02780212246478245,False
C00130,32.0,204.0,204.0,150.395625,7.841192156198819,0.9694419643582444,0.008769744222217246,False
C00131,6.0,80.0,88.0,36.645,3.7515098653678844,0.9207565903183429,0.24828547900455356,False
C00132,2.0,62.0,122.0,163.41000000000003,1.0947179316345925,0.7008238823085332,0.3763063233284289,True
C00136,10.0,84.0,125.0,88.07,1.281238608087423,0.28221924975128915,0.005888074156111413,True
C00137,4.0,61.0,281.0,38.4375,0.009513157545056857,0.00843618063609579,0.002945200265777063,True
C00138,20.0,152.0,152.0,66.15549999999999,6.59863181763296,0.9644527482693178,0.032704456252380686,False
C00139,21.0,128.0,204.0,129.43428571428572,0.009279316095839638,0.001655241727270754,6.676002004120747e-06,True
C00140,6.0,47.0,53.0,32.975,5.378991927770408,0.9137992330309915,0.07213611428411294,False
C00141,6.0,143.0,245.0,20.81833333333333,0.5392260600198091,0.31509220295209145,0.08448529785378042,True
C00142,0.0,0.0,0.0,0.0,5.692075193053937,1.0,1.0,False
C00143,1.0,41.0,65.0,18.03,1.701337021931348,0.8817876027470252,0.6172903535218991,True
C00144,1.0,4.0,8.0,42.11,5.461344195359386,0.9208337289048482,0.25171245660988745,False
C00145,0.0,0.0,18.0,0.0,2.8503259174137736,1.0,1.0,False
C00146,14.0,90.0,92.0,19.196428571428573,7.119487437950993,0.9485326718037123,0.016053041399125858,False
C00147,51.0,247.0,248.0,49.03705882352941,10.131505472076446,0.9695926055348997,0.0006146597549858136,False
C00149,13.0,68.0,74.0,111.0453846153846,7.417137503075278,0.896801514703967,0.004222513224978563,False
C00150,0.0,0.0,6.0,0.0,4.269818934920528,1.0,1.0,False
C00151,11.0,115.0,199.0,46.86818181818182,0.13024122365916763,0.039223406106293074,0.0017433731754350052,True
C00152,5.0,51.0,294.0,43.480000000000004,0.000805067097179782,0.0006359919900515554,0.0001926443731173247,True
C00153,6.0,81.0,87.0,29.118333333333336,3.8289126533602946,0.9314886787320799,0.2731419590377869,True
C00154,4.0,20.0,190.0,68.555,0.0012633128967080897,0.0007853755674780562,0.000180244840805888,True
C00155,2.0,71.0,127.0,10.565,1.1411885503138173,0.7561350436818064,0.4540143107444801,True
C00156,24.0,145.0,190.0,18.74083333333333,0.30466671291188985,0.045658666757441436,6.380078659543703e-05,True
C00157,8.0,66.0,249.0,153.83125,0.0004645260216823507,0.00022050009800308643,3.0001284293769732e-05,True
C00158,54.0,88.0,88.0,159.8387037037037,22.58989579706714,0.975695829621009,2.7834132378569116e-10,False
C00159,16.0,76.0,82.0,54.578125,8.07141314065325,0.8912888838184548,0.0015459394872549901,False
C00160,31.0,200.0,200.0,80.14354838709677,7.746917761389112,0.9690803214031892,0.009676337079962785,False
C00161,1.0,108.0,201.0,35.91,0.5994448874661547,0.810120777142701,0.6861475079444315,True
C00162,21.0,152.0,156.0,68.27809523809525,6.573486624635701,0.9413113492656788,0.016646332399137088,False
C00163,0.0,0.0,101.0,0.0,0.865648475325681,1.0,1.0,True
C00164,13.0,233.0,279.0,77.61538461538461,1.8848731326219397,0.6651745863068856,0.1137978466823739,True
C00165,0.0,0.0,121.0,0.0,0.7413369474514607,1.0,1.0,True
C00166,14.0,111.0,122.0,81.06357142857144,5.265347404751645,0.8688127493071334,0.021033616622360606,False
C00167,16.0,70.0,272.0,50.115625,3.505761597854594e-08,1.0131846377886314e-08,3.4825324108862425e-10,True
C00168,7.0,186.0,200.0,36.04857142857143,2.1336155980089684,0.9247851146091111,0.5884206863142035,False
C00169,39.0,138.0,139.0,33.73076923076923,12.462964388462643,0.9634509247082647,3.829991548519168e-05,False
C00170,5.0,34.0,107.0,75.392,0.13003292610869815,0.042423478827115245,0.002971319604733276,True
C00171,30.0,114.0,276.0,6.128,1.0510793422829461e-09,1.7724582149722103e-10,4.584221802895316e-13,True
C00172,29.0,122.0,124.0,31.510344827586206,10.403778625344978,0.9513431563305295,0.00030653035558826706,False
C00173,0.0,0.0,16.0,0.0,3.017335543870642,1.0,1.0,False
C00174,57.0,190.0,191.0,64.16771929824561,13.764872218488122,0.9687545369485774,9.03835091643344e-06,False
C00175,9.0,132.0,145.0,52.66,3.3366491659987965,0.902035561160262,0.23060383213955354,False
C00177,4.0,69.0,282.0,121.745,0.016454833024085753,0.014639932003414931,0.005148591459456566,True
C00178,0.0,0.0,12.0,0.0,3.4180927680843767,1.0,1.0,False
C00179,10.0,209.0,228.0,160.796,2.4529793567383575,0.8995230307441823,0.40126284363081244,True
C00180,12.0,92.0,251.0,11.105833333333335,0.0002507187599731652,8.612367937978843e-05,5.256069170598722e-06,True
C00181,6.0,79.0,80.0,71.56833333333334,4.174594498968889,0.9525042560741463,0.3100285006200301,False
C00182,2.0,38.0,51.0,46.105000000000004,2.790579008695985,0.898737588850216,0.4405843112577023,False
C00183,6.0,44.0,70.0,9.798333333333334,2.7068817965579903,0.55918809394732,0.019684265279786305,False
C00184,1.0,43.0,47.0,81.87,2.3113809589845506,0.9429668135536059,0.7212609367663689,False
C00185,22.0,140.0,141.0,95.81681818181818,7.549983979794602,0.9598977981613854,0.01026312961518299,False
C00186,5.0,66.0,69.0,51.748000000000005,4.067001955022488,0.9435743229108575,0.30457421669804746,True
C00188,10.0,68.0,82.0,119.694,4.947740176941657,0.7874460164789607,0.012594847678557513,False
C00189,14.0,137.0,166.0,74.27428571428571,2.8936684821954737,0.612377798240476,0.017017004958733484,True
C00190,10.0,20.0,21.0,61.04600000000001,13.001244339850235,0.9433676996850631,0.00015004552099457102,False
C00191,0.0,0.0,140.0,0.0,0.6523454481876901,1.0,1.0,True
C00192,2.0,31.0,184.0,77.34,0.08423822067397263,0.07732374812213369,0.03040015757171894,True
C00193,17.0,73.0,92.0,85.87058823529412,3.4637780903889093,0.3953926711183036,0.0001513476331876046,False
C00194,4.0,60.0,76.0,115.91000000000001,3.016330427814785,0.8733203916143146,0.2726123498076489,False
C00195,5.0,17.0,19.0,96.192,8.64871582081635,0.93389266787642,0.013900108290039171,False
C00196,9.0,135.0,136.0,78.49000000000001,3.7262539591128543,0.9552357980173533,0.3685578239323561,False
C00197,2.0,16.0,178.0,26.86,0.023225987650585294,0.020695318485784268,0.007638102209805084,True
C00198,8.0,96.0,101.0,31.17125,4.236741052889883,0.9361168182456236,0.20023143555402398,False
C00199,10.0,112.0,162.0,94.888,1.1695654998611988,0.3191399604027407,0.014933168689994638,True
C00200,10.0,109.0,197.0,67.828,0.12607393926907562,0.04067536123180481,0.002262813586880464,True
C00201,11.0,161.0,287.0,43.25636363636364,0.05673133479720702,0.02362522099075173,0.0023974985035705456,True
C00202,51.0,168.0,170.0,58.100196078431374,13.45312587031917,0.9564194977392817,7.795098547662253e-06,False
C00204,5.0,68.0,73.0,109.02799999999999,3.8650068817260395,0.9350543382552354,0.3004019317601142,True
C00205,3.0,107.0,162.0,17.166666666666668,1.198739849305596,0.7794610854448673,0.4701357321230571,True
C00206,26.0,202.0,259.0,88.29653846153846,0.23797782840561418,0.04314366342566851,0.0001842642620003551,True
C00207,12.0,182.0,231.0,24.5425,1.6640460894001463,0.5311920363530761,0.053342973247991775,True
C00208,0.0,0.0,289.0,0.0,0.3360355734148278,1.0,1.0,True
C00209,2.0,4.0,4.0,163.155,8.575399084630531,0.9529234537458061,0.08440352671639073,False
C00210,1.0,34.0,163.0,39.62,0.3280198942388801,0.3669503095664327,0.20783100852436873,True
C00211,0.0,0.0,5.0,0.0,4.455074200612369,1.0,1.0,True
C00212,9.0,78.0,110.0,57.22,2.2508999669587126,0.4860645527522776,0.013717154694761771,True
C00213,4.0,57.0,58.0,128.22,4.011311141111103,0.9509826671745777,0.3804529474736311,True
C00214,18.0,143.0,163.0,99.9738888888889,4.223497884488163,0.7136706604881892,0.00790824766159149,False
C00215,6.0,26.0,89.0,8.979999999999999,0.061219091055722,0.015157537255683515,0.0004495560116345883,True
C00216,10.0,130.0,137.0,10.32,3.9205530711545173,0.9304626133353822,0.2110290556391473,False
C00217,35.0,183.0,291.0,50.79457142857143,2.3498037028196523e-05,3.6119354188036636e-06,4.9807154406124186e-09,True
C00218,8.0,204.0,216.0,61.27375,2.2256729241643742,0.9305574714588614,0.5855286108876093,False
C00219,14.0,83.0,114.0,67.67142857142856,1.5581992575956125,0.24390658462365256,0.0007775102571385689,True
C00220,0.0,0.0,202.0,0.0,0.46874246519403867,1.0,1.0,True
C00221,12.0,81.0,104.0,48.105,3.3587525734007597,0.5542039995853933,0.004465293753411765,False
C00222,17.0,107.0,114.0,93.97176470588235,6.73833278870673,0.9009712654300733,0.006899732153042187,False
C00223,17.0,153.0,158.0,81.29588235294118,5.423425688081481,0.9374096906373311,0.05294693398467767,False
C00224,1.0,40.0,269.0,2.59,0.1030108368543646,0.18212003282100447,0.1166454721256232,True
C00225,1.0,14.0,71.0,79.37,0.8979326632769896,0.49840565936084835,0.18934898042252807,False
C00226,0.0,0.0,0.0,0.0,5.692075193053937,1.0,1.0,False
C00227,4.0,52.0,64.0,19.9125,3.497698986993625,0.8903784165678235,0.23931322472547253,False
C00228,42.0,200.0,219.0,113.56904761904761,4.513957711957547,0.4647678262823805,3.9335840262980027e-05,True
C00229,9.0,109.0,118.0,95.55888888888889,4.006938109111616,0.9150883690388223,0.16392844651353597,False
C00230,5.0,118.0,239.0,58.772000000000006,0.3277409914464873,0.21421056543625203,0.06134225360759842,True
C00231,0.0,0.0,54.0,0.0,1.4287863126696894,1.0,1.0,True
C00232,4.0,45.0,141.0,57.3725,0.16489014211797787,0.07896941584225847,0.013070732034802341,True
C00233,2.0,29.0,217.0,18.895,0.036071497628978134,0.03844262349576686,0.016671354585333913,True
C00234,18.0,110.0,111.0,36.227222222222224,7.655274463373341,0.9574745925198798,0.009988723314922412,False
C00235,2.0,42.0,51.0,40.495,2.859915215367263,0.9210680998336281,0.5087195397477753,False
C00236,2.0,12.0,27.0,118.60000000000001,3.691037913003514,0.7915353524505745,0.11936169829096274,True
C00238,4.0,38.0,269.0,62.405,0.0015773895609675962,0.0013436701233215137,0.0004482863037044125,True
C00239,12.0,210.0,214.0,32.968333333333334,3.1808789824725663,0.9497186431482681,0.43492986946823287,False
C00240,38.0,106.0,107.0,64.77631578947368,14.630620089095554,0.9607766379844898,2.894471687441262e-06,False
C00241,1.0,2.0,3.0,41.52,6.851219321701591,0.9441560223245598,0.2258179976044777,False
C00242,2.0,64.0,67.0,68.38499999999999,2.4030475876325377,0.94624414375897,0.6928366712915478,True
C00244,22.0,84.0,200.0,48.76590909090908,1.5716229240632777e-06,2.6490226983533417e-07,7.608130400688027e-10,True
C00246,11.0,99.0,107.0,92.44272727272727,5.029889336554561,0.9086961386717383,0.05674732855192922,False
C00247,14.0,239.0,270.0,19.81642857142857,2.4913704748096137,0.8018546706240471,0.1664047990764279,True
C00248,21.0,174.0,174.0,20.997142857142858,6.170037249092801,0.9649299066509099,0.048952925196858045,False
C00249,1.0,4.0,91.0,22.15,0.21676214438715485,0.14687908348106202,0.04809299358459128,True
C00250,6.0,29.0,118.0,36.77,0.012738435352062353,0.003951413678218947,0.00022141292230981816,True
C00251,0.0,0.0,17.0,0.0,2.9314478640356763,1.0,1.0,False
C00252,3.0,72.0,80.0,72.69333333333333,2.582222125018241,0.931405201953502,0.5709912269787821,True
C00253,15.0,62.0,125.0,32.79066666666667,0.006813314044622342,0.0010832599429220265,2.7283068317693445e-06,True
C00254,11.0,70.0,76.0,139.52,6.483554193410494,0.9081619917686062,0.015014080855588124,True
C00255,8.0,30.0,42.0,9.73,5.740180237528751,0.6878814584137961,0.0019224724015905119,False
C00256,4.0,40.0,41.0,27.5325,5.065019530074967,0.9498216673321908,0.2215008231521266,False
C00257,6.0,55.0,58.0,49.65166666666667,5.203438307966809,0.9401374917006999,0.12942465393796487,False
C00258,46.0,213.0,220.0,55.93108695652174,9.41643377348969,0.8971923737114714,0.00016503269222100614,False
C00259,3.0,82.0,186.0,84.43333333333334,0.5368480207173855,0.39456573151788166,0.15914877279381784,True
C00260,9.0,53.0,54.0,48.80111111111111,7.3793245959967555,0.9513946948882636,0.022383225284833063,False
C00261,0.0,0.0,60.0,0.0,1.3192066890353693,1.0,1.0,False
C00262,32.0,113.0,117.0,91.1421875,11.372347868913332,0.9179435108702484,3.474562729845274e-05,False
C00263,2.0,68.0,160.0,40.305,0.6839780013028829,0.5543039653506485,0.29274010916665927,False
C00264,14.0,142.0,271.0,102.20714285714287,0.00600833786953816,0.00194016926787733,9.68073892942888e-05,True
C00265,8.0,65.0,101.0,64.2525,1.688452625309066,0.37306714751534614,0.010064616874894402,True
C00266,14.0,164.0,175.0,62.152857142857144,4.098780597712721,0.906504144597674,0.11360086430153071,False
C00267,1.0,40.0,134.0,14.34,0.5995654172129585,0.5642128152171261,0.33947962548803473,True
C00268,43.0,128.0,128.0,109.80976744186046,14.523000978093473,0.9729253430165146,5.334426537363694e-06,False
C00269,3.0,6.0,14.0,36.830000000000005,6.371647700663135,0.8123438057643025,0.019956782860516647,False
C00270,7.0,118.0,250.0,32.160000000000004,0.09552211185570901,0.050530075210242976,0.008863985990373356,True
C00271,11.0,163.0,244.0,47.21636363636364,0.4590547193413666,0.16530971487397722,0.013717201943567188,True
C00272,9.0,165.0,266.0,61.900000000000006,0.349756015738623,0.16033814798565538,0.023327839411358017,True
C00273,7.0,21.0,100.0,129.49857142857144,0.003303067704949855,0.0008004451107314713,2.026730006725982e-05,True
C00274,21.0,153.0,156.0,20.203333333333333,6.622954550578511,0.9483950664425098,0.01902762102104054,False
C00275,4.0,40.0,67.0,54.9475,2.5708592873793497,0.6769171199748963,0.08171310580991027,True
C00277,1.0,67.0,106.0,7.03,1.1339025510028493,0.8725428632968806,0.6949605101476869,False
C00279,38.0,152.0,205.0,38.57684210526316,0.005418401008467293,0.0005780572884984206,3.909517166407412e-08,True
C00280,8.0,99.0,115.0,54.684999999999995,3.5192106072508884,0.8620350895922004,0.13346110053669327,False
C00282,21.0,169.0,195.0,37.74761904761905,3.3477262070587823,0.5750798618531097,0.004400186859852172,False
C00283,0.0,0.0,5.0,0.0,4.455074200612369,1.0,1.0,False
C00284,6.0,107.0,215.0,163.78166666666667,0.26548336810167933,0.1379407224625186,0.025922950594348716,True
C00285,5.0,54.0,248.0,72.22,0.003759180994715097,0.0025408884824825446,0.0006379105778897863,True
C00287,6.0,145.0,171.0,56.84666666666667,2.0524516323353534,0.8714792584534111,0.4376818667412637,True
C00288,0.0,0.0,217.0,0.0,0.4388602061673777,1.0,1.0,True
C00289,13.0,194.0,233.0,68.43923076923078,2.200037439178547,0.661837986697295,0.07412715101999934,True
C00290,18.0,62.0,64.0,47.504999999999995,11.009137828600215,0.9406178322270764,0.0002151266043173793,False
C00291,1.0,13.0,243.0,10.21,0.026647729613967837,0.042868585492793626,0.024700014087410616,True
C00292,13.0,140.0,284.0,62.04615384615385,0.004177167567911541,0.001497771795215961,0.00010109951191386376,True
C00293,0.0,0.0,243.0,0.0,0.3951920608269462,1.0,1.0,True
C00294,9.0,76.0,108.0,25.5,2.2124628667897954,0.47088724416207844,0.012213043992695835,True
C00297,17.0,156.0,159.0,97.33117647058825,5.464355936133985,0.9493456933968181,0.06711120149118943,False
C00298,2.0,10.0,13.0,63.955,6.1301233420358665,0.9293317259056794,0.1494791583382115,False
C00300,9.0,113.0,125.0,25.135555555555555,3.75019140377628,0.8972546492843629,0.15836859504913028,False
C00301,6.0,59.0,170.0,26.713333333333335,0.04129497228435258,0.017444871687480566,0.002013194069408934,True
C00302,6.0,36.0,124.0,88.07666666666667,0.027408413672339694,0.00885697592294165,0.0005538242980743647,True
C00305,13.0,62.0,66.0,57.38076923076923,8.226249203449257,0.9202394153203372,0.0031407097074451253,False
C00306,0.0,0.0,196.0,0.0,0.4818667949284368,1.0,1.0,True
C00308,11.0,170.0,198.0,100.92090909090908,2.6574976657971936,0.7968499853003128,0.14207833061299074,False
C00309,5.0,93.0,259.0,250.392,0.0548125335314249,0.0385438087013052,0.010455471011888366,True
C00310,31.0,141.0,144.0,141.6716129032258,9.767937329688763,0.9437121853350132,0.0004571139010172749,False
C00311,10.0,61.0,61.0,71.413,7.4148667444051135,0.9588545622967409,0.02383773674665137,False
C00312,6.0,58.0,58.0,268.445,5.291722698165806,0.9560883803719336,0.1708861744937494,False
C00313,0.0,0.0,145.0,0.0,0.6323693833895596,1.0,1.0,True
C00314,15.0,53.0,82.0,17.790000000000003,0.5145906859630389,0.05978538265488474,1.948126294798101e-05,False
C00315,6.0,111.0,149.0,45.23166666666666,1.95774895291318,0.7382948268116094,0.2013948325516079,True
C00316,9.0,105.0,219.0,55.715555555555554,0.04428358060680878,0.01706548018396335,0.0014919443450460343,True
C00317,4.0,61.0,99.0,26.945,1.8804464182595817,0.6704728512304146,0.1519862953704946,False
